text,polarite
"Comment bouder ou ne pas aimer ce film documentaire ? C'est une merveille d'émotions, d'intelligence, de courage. Ce film n'est pas exempt de défauts mais les qualités sont plus que largement supérieures.",positif
Une petite comédie et son humour ras la ceinture. L'histoire d'amour qui en découle n'est pas des plus intéressantes...,négatif
"Ok ce film a vieilli, mais c'est un film a sketches très bon pour l'époque. Et je ne parle pas de l'excellente BO ! A voir surtout pour les amateurs de films à sketches (Creepshow) !",positif
"Rapporté par Dustin Hoffman, le film se concentre sur plusieurs personnes qui sont représentés par des panneaux dans la couette, en combinant des souvenirs personnels avec des images d'archives des sujets, avec des images de divers politiciens,",négatif
Un excellente comédie sur une génération marquante. Wionna Ryder habituée aux films de Tim Burton change de registre. Ben Stiller joue et réalise le film. C'est son premier film tant que réalisateur. Ethan Hawke a été révélé par Le Cercle des poètes disparus et Croc-Blanc.,positif
"Vu la productivitéde Woody Allen, la question qui se présente toujours devant ses films est de savoir si nous tombons sur un bon cru ou un cru moyen. Dans le cas de Scoop, nous avons affaire à un très bon. Ce film, comme Meurtre mystérieux à Manhattan, est une comédie policière pétillante servie par le magnifique duo d'acteurs que constitue Scarlett Johansson et Woody Allen. La première est charmante à souhait tandis que le second regorge des bons mots dont il est devenu le spécialiste. Enfin, quel réalisateur est capable de traiter la mort avec la légèreté dont il fait preuve dans la dernière scène ?",positif
"Film que j'ai eu une abyssale difficulté à voir étant donné que j'ai dû sauter sur la 111 222 666 333ième diffusion sur les chaînes Ciné Polar et Ciné FX, et j'aurais mieux fait de passer à côté et de ne même pas attendre la 111 222 666 334ième... C'est une intrigue, enfin si on peut appeler ce machin tarabiscoté pas du tout crédible une seule seconde une intrigue, avec le personnage de l'inspecteur Wens incarné par un fade Franck Villard, qui est très loin du talent de Pierre Fresnay dans l'excellent ""L'Assassin habite au 21"" du grand Henri-Georges Clouzot, et avec une galerie de personnages, tous mal employés sans exception. L'absence de rythme et celui de ""suspense"", terme qui a l'air d'être totalement inconnu pour les réalisateurs, achèvent de faire de ce film une œuvre plate et ennuyeuse au possible. Seule Louise Carletti grâce à sa énergie et une ou deux bonnes répliques arrivent à sauver quelques instants.",négatif
"En quelques mots, c'est poignant, troublant, éprouvant, dérangeant parfois. On accroche bien, c'est bien réalisé, les plans sont magnifiques, l'histoire est terrible! Vraiment un bon film!",positif
Cette histoire méconnue et pourtant exceptionnelle est magnifiquement portée à l'écran par monsieur Cumberbatch !,positif
"Film typique de ce qu'on a appelé la Nazisploitation, sous-genre souvent classé dans des films de séries B ou Z qui mêle érotisme plus ou moins soft et torture porn tout aussi litigieux. Le titre original est ""Lager SSadis Kastrat Kommandantur"" et qui existe aussi en France sous le titre ""Le camp des filles perdues"". Bien évidemment le sérieux sous-jacent ne sert que de prétexte à une sorte de film érotisant et de torture qui sont annonciateurs des films qu'on nomme aujourd'hui Torture Porn et qui vont beaucoup plus loin aujourd'hui comme ""A Serbian Film"" (2010) et ""Philosophy of a Knife"" (2008).",négatif
Une belle claque ! Une très beau film français ! Un très beau délire cinématographique ! Allez le voir !,positif
"A la différence de la majorité des spectateurs, ""Samson et Delilah"" ne m'a pas touché, mais beaucoup ennuyé. Je me souviens d'un film des années 70 ""Walkabout"" réalisé par Nicolas Roegg qui parlait beaucoup mieux des arborigènes que celui ci pourtant réalisé par l'un d'entre eux. Encore un film primé à Cannes cette année qui me déçoit beaucoup",négatif
"On ne va pas trop s'attarder sur ce polar raté signé Abel Ferrara : le film a le budget, le casting et le scénario d'une série B mais son esprit de sérieux le fait même parfois pencher vers la série Z. Si quelques scènes valent le détour, notamment un meurtre où le tueur est plongé dans une lumière rouge semblable à celle d'un giallo, le film est plombé par des dialogues convenus, des acteurs qui en font des tonnes et des ressorts scénaristiques grotesques – le flic qui se sert de son vieux trauma d'ex-boxeur pour affronter un fou furieux, expert en arts martiaux, sorte de Jean-Claude Van Damme qui aurait mal tourné. Proche de la parodie avec ces ""mafieux"" qui parlent business autour d'un bon plat de cannellonis et approximatif dans son intérêt pour les personnages (la pauvre Mélanie Griffith, étrangement éjectée du récit, avant d'être rattrapée sur la fin), ""Fear City"" n'est pas un désastre absolu – on reconnaît tout de même une manière singulière de filmer les bas-fonds new-yorkais – mais un film qui sera très vite oublié.",négatif
"que dire ,bon début,beaux effets spéciaux,mais suspense de fin ridicule avec la recréation d'adam et ève en quelque sorte,basé encore sur des critères religieux et scientologiques! bref,à éviter!",négatif
"le démon est bien fait, mais on le voit trop rarement. et pourquoi ne tue t-il pas l'actrice principale quand il la tient prisonnière ? quelques scènes mal filmées, peu de dialogue du fait que l'actrice pincipale soit solitaire et que les autres acteurs meurent vitent. un très mauvais mélange de ""jeepers creepers"" et ""primal"".",négatif
"Aucun suspens , aucune ambiance, aucune émotion, c'est au même niveau qu'un encéphalogramme plat...",négatif
"Voilà un véritable OFNi hexagonal qui mérite qu'on s'y intéresse à défaut d'être une gradne réussite. Série B d'anticipation avec une dose de fantastique, il faut avouyer que ce film est très original et que l'audace prend une tournure salutaire lorsqu'ons ait que le budget est de seulement 15800 euros !!!... En tous cas on constate sur l'écran qu'on en a pour son argent. Un fonctionnaire effacé et formaté dans une ville corrompue se retrouve lié avec un flingue ""hanté"" pour faire justice ?! Oui rien que le spitch peut faire peur. Le problème c'est que Jean-Christian Tassy, malgré toute la bonne volonté et les bonnes idées, n'arrive jamais à mettre en place un semblant de maitrise, comme si il s'était trop emballé... Outre des acteurs pas tous bons la mise en scène fait beaucoup trop dans l'esbrouffe et l'outrance ; la première scène de fusillade sur le chantier est digne d'un vidéo games, tandis que le cadrage est trop épileptique... Des effets appuyés qui créent un écran de fumée sur le fond de l'histoire franchement intéressant et au potentiel énorme. Un film bancal et maladroit mais le réalisateur fait montre d'une envie et d'une passion qui donne envie de le soutenir.",négatif
Film décevant qui n'arrive pas à sortir de la médiocrité en raison de son scénario peu inspiré(tout comme son titre tant on voit peu le rapport) qui ne procure aucune émotion particulière en dépit d'un caractère un peu extravagant et de la présence de Keanu Reeves et de Cameron Diaz.,négatif
"Bon je crois que je vais aller faire un tour au confessionnal pour me faire pardonner d'avoir maté un film réalisé vraisemblablement par un être maléfique venu de l'enfer. je l'ai pas vu en troidé mais les pitoyables trucs employés avec moults projections vers la caméra sont minables. En tant qu'acteur, j'aurais eu honte d'avoir joué dans cette horrible daubasse. à la benne!!!",négatif
"Bon, on va commencer par les bonnes nouvelles et puis ça va se gâter (j'annonce la couleur). Côté technique : rien à dire. La qualité relief /3D/effets spéciaux est au rendez-vous. L'immersion est totale. Le rythme haletant. L'interprétation de Matt Damon est séduisante, son personnage attachant. Presque trop présent.. Forcément me direz-vous, puisque que c'est l'acteur principal et qu'il est seul sur Mars. :-D Ben non, justement il n'est pas seul et le problème est que les seconds rôles ne sont que des faire valoir sans véritable consistance. L'humour est plutôt lourd, on ne rit pas. On sourit à peine (ou alors c'est que je n'étais pas dans un bon jour ou le doublage mauvais). Et le ""positivisme à l'américaine"" est un peu trop appuyé. Ah l'Amérique triomphante pour laquelle rien n'est impossible ! Qui s'allie à la Chine. Appel du pied ou pied-de-nez à la Russie ? Cette toute puissance est tellement exagérée qu'on tombe dans l'invraisemblable, qu'on glisse vers la propagande. Ce qui nous amène au scénario : très décevant et si prévisible (sans bon scénario pas de bon film). Où est le Ridley Scott de ""Blade Runner"" ? Vous savez ce que je me suis dit en sortant de la salle ? Je viens de perdre 2h20, 11 , et je préfère ""LHomme irrationnel"", plus modeste et moins tape à l'il. Ou les Scorcese qu'Arte vient de diffuser..Oui, vraiment le fan de SF que suis s'est senti un peu frustré. Mais, tout comme dans le dernier Woody Allen, j'ai vu de très belles images. C'est déjà ça.",négatif
"Malgré le premier rôle interprété par Cuba Gooding Jr. et les apparitions de James Woods, il n'y a rien d'autre dans ce film qu'un scénario classique et une mise en scène banale, c'est bien dommage de mélanger le téléfilm et le cinéma.",négatif
"""bof bof"", voilà ce qu'il m'est venu immédiatement à l'esprit en sortant de la séance. D'un côté l'action est là, ça court, ça tire, ça re-court et ça re-tire, mais on trouve quand même le moyen de s'ennuyer par intermittence, faute d'un scénario original, faute de rebondissements, et faute de dialogues captivants. Je ne suis pas certain d'être prêt pour un troisième volet, ma fille de 13 ans l'est un peu plus que moi, même si elle-aussi a émit quelques réserves...",négatif
"J'ai trouvé ce film d'un ennui mortel !! Les personnages discutent et s'engueulent pendant 1h30, ça n'a aucun intérêt ! De plus, la mise en scène se veut ""cinéma d'auteur"" avec des gros plans sur un acteur (ou actrice) qui parle durant de longues minutes, sans aucun plan de coupe sur les autres acteurs présents. Quelle barbe ! J'aime beaucoup de films dans lesquels Vincent Macaigne est acteur mais là, je suis terriblement déçu ! Reste acteur, Vincent, par pitié !",négatif
"J’ai adoré!! Un film drôle, poignant, nécessaire car porteur d’un réel message. Le jeu d’acteur d’owen wilson et de julia roberts est parfait ; quant à celui des enfants ... génial !! C’est pour moi l’un des plus beaux film de 2017.",positif
"Une série B incroyablement raté, The Gate (1987) est un pur nanar, pire une « bousasse » comme on en voit peu (fort heureusement). L'histoire est dénuée de sens, les jeunes acteurs ridicules, dont Stephen Dorff (Blade - 1998) qui apparaît ici pour la première fois à l'écran et en tête d'affiche !! Ce film qui a seulement vingt ans d'âge paraît plus vieux qu'il en a l'air à cause de ses SFX, d'une qualité navrante et honteuse pour l'époque, on croirait avoir fait un bon dans le passé, trente à quarante ans en arrière (à la naissance des trucages !), ils sont hideux, on assiste impuissant à une déchéance pur et simple. Extrêmement mal mise en scène, le premier film de Tibor Takacs est ridicule. Les interprètes (amateurs) sont à revoir, la réalisation (s'il y a !?) est bâclée, bref ce film est à vite oublier pour notre plus grand bien à tous ! D'autant plus que Takacs ne s'est pas limité à celui-là, il a fallut qu'il en réalise la suite : The Gate II - Trespassers (1992).",négatif
"Vraimebt decevant par rapport aux deux premiers.cela manque d'action, peut être parce qu'il n'y a aucun ""méchant"" comme le chasseur ou le petit fifi. Ensuite c'est vrai que niveau graphisme, c'est moins beau que les 2 premiers, il n'y a qu'a voir les fourrures. Et je trouve ça dommage qu'ils aient enlevé cette humour qui faisait rire les plus grands aussi, le lama est parfois très lourd. Je voudrais aussi ajouter que le doublage français est plutôt décevant étant donné que les voix de Boug et Eliot ont changés et qu'ils n'ont pas fait l'effort de chanter en français. Bon a part tout ces points négatif, cela reste un bon diverrissement pour les tout petits, mais seulement les tout petits cette fois",négatif
"Largement en dessous des deux premiers opus ! La décision de Rachel Weisz de ne pas vouloir reprendre son rôle était parfaitement compréhensible mais ils auraient au moins pu la remplacer par une actrice qui lui arrive à la cheville ! J'ai également détesté la prestation de Luke Ford (pour moi, les seuls acteurs du casting qui se démarquent sont Brendan Fraser, Jet Li et John Hannah). Le scénario n'est pas convainquant, on n'arrive pas a entrer dans l'histoire malgré les scènes d'action. Ces dernières sont nombreuses mais je me suis ennuyé à de plusieurs reprises. Contrairement aux deux précédents volet, il n'y a presque pas d'humour noir (ou alors, c'est moins efficace). Quant aux nouveaux personnages, je reste partagé : certains sont attachants, certains sont agaçants et certains auraient mérités d'être plus approfondis. Reste la bande originale qui n'est pas trop mal ainsi que les effets spéciaux qui sont magnifiques. Bref, une suite qui sent le commercial... dommage que la saga se termine de cette façon !",négatif
"Un documentaire d'utilité publique, pédagogique et qui met en lumière la justice vue par ceux qui jugent. Les magistrats racontent avec humilité leur travail complexe et les rouages d'une justice ignorée.",positif
"Surement l'un des pires films que j'ai vu ces derniers mois... Sur un pitch qui se veut fantastique/S-F se cache un banal éniéme film de catastrophe d'avion... Après 40 minutes de présentation de personnages ( qui sont d'ailleurs stéréotypés au possible... ), on subit pendant l'heure qui suit un scénario pro-catholique, niais et sans intérêt... Je me suis surpris plusieurs fois à penser que le film était en fait parodique ( à l'instar de ""Y-a-t'il un pilote dans l'avion ?"" ) mais malheureusement non... il se veut réellement sérieux. Il aurait pu faire un téléfilm de l'après-midi correct... à la rigueur.",négatif
"Le trappeur Kelly, refuse d'aider l'armée pour les conduire en territoire Sioux, souhaitant garder cette ""entente cordiale"" nécessaire à son commerce. Il se retrouve néanmoins forcé d'héberger une captive des sioux qu'il a sauvé de la mort. Un western tout en finesse et d'excellent facture. Peu d'action, peu de courses de chevaux, mais des moments intimes très beaux avec un jeune à qui il essaye d'apprendre le métier et avec la jeune indienne amoureuse évidemment. Rajoutez à tout cela la présence imposante des troupes du gouvernement et les recommandations pleine de bon sens de Kelly qui veut éviter les bains de sang ""je connais un homme qui a voulu tuer un ours avec un bâton...."" Très très beau western.",positif
"Je suis stupéfaite des critiques assassines. Les gens s'attendaient à du gore, du spectaculaire, de l'action et du trash peut-être ? Et bien non. Le réalisateur a choisi intelligemment de parler des trois hommes, de leurs adolescences, de leurs familles, de leur parcours, de leurs caractères. Et tout cela avec calme et sensibilité. On les voit donc des années avant ce drame et quelques jours juste avant pendant un voyage en Europe. Un film intelligent et remarquable sur trois héros intelligents et remarquables.",positif
"Un film particulièrement mauvais et décevant au regard du pitch de base : ""Et si vous pouviez tuer n'importe qui légalement durant une très courte période ?"". En effet, le scénario est très peu recherché : une famille de bourge vit reclus le soir de la purge et attend le lendemain. Mais le petit de la famille a l'idée totalement débile d'ouvrir la porte pour permettre à un homme pourchassé de se réfugier chez eux.Vous y croyez vous où ils se foutent de notre gueule ?Le film se dirige donc vers un huit-clos où les hommes armés essayeront de rentrer dans la maison et la famille devra se défendre. Ça ne vous rappelle pas""Les chiens de paille""? La fin n'a rien de novateur ou de politiquement incorrect et donc le film est à oublier.",négatif
"C'est le dernier long-métrage de Frédéric Rossif; produit par Midas, A2 et le CNC, et distribué par Les Films Singuliers en 1987, c'est un beau documentaire sur la musique, la fête de la musique, des musiques.",positif
"Haywire. Deux reproches : un scénario à tiroirs intéressant malgré un fond sur-exploité mais sous-exploité à cause d'une durée TROP courte. Le Film est une véritable surprise, une petite jouissance cinématographique. Soderbergh prouve qu'il est véritablement un formaliste. Il arrive à révolutionner encore ce genre déjà sur-exploité qu'est le film d'espionnage ou thriller d'action (les bagarres, les poursuites, la mort filmée, les flashs...). Arrivant même à avouer que le speech du film est au final une banale histoire d'espionnage (d'argent et de politique) à travers le dialogue entre Fassbender et McGregor. Puis le Casting est merveilleux. Enfin bon... pour être bref, ce film est un petit bijou. Mais trop court.",positif
"Magnifique.. Construit de la même façon que ""The dead girl"", que j'avais également adoré. J'adore cette façon de présenter la vie de différentes personnes qui ne se connaissent pas mais qui se croisent. Le casting est excellent. Je le recommande !!",positif
"Alors que Juno vit une existence d'adolescente normale, plutôt indépendante et marginale, elle va se retrouver enceinte, suite à une coucherie avec son amis pour tromper l'ennuie, et elle va décider de garder l'enfant et de le faire adopter. Elle va peu à peu découvrir ce qu'est la grossesse. C'est une bonne surprise que nous livre Jason Reitman, fils de Ivan (S.O.S Fantômes) après le très bon ""Thank You For Smoking"". Le scénario est plutôt banal, mais bien construit et surtout axé sur le personnage de Juno, très bien écrit, très attachant et superbement campé par Ellen Page, et le thème de la grossesse chez les adolescentes n'a pas été tant abordé que ca dans le cinéma US. Et il traite brillamment de ce thème, sans lourdeur et caricature (notamment dans la représentation des ados) et avec finesse, légèreté et humour, tout en abordant intelligemment la grossesse, la maternité, la paternité, les responsabilités, le couple ou encore l'adoption. Une très agréable et bonne surprise, charmant, parfois touchant et surtout porté par une Ellen Page charmante et attachante.",positif
"Etalage de clichés sous le soleil de l'Italie. La réalisation est dénuée de créativité et le scénario inexistant. Le film est donc un prétexte à montrer Monica Bellucci sous tous les angles, celle-ci arrive, on ne sait comment, à se sortir la tête haute de ce gâchis.",négatif
"L’image que veut donner le réalisateur Ralph Nelson du génocide amérindien, qui est sans nul doute une métaphore des stratégies militaires américaines au Vietnam, est un spectacle très dur à la violence choquante, qui malheureusement ne se condense que dans les vingt dernières minutes du film. Avant cela, on ne fait qu’assister à un banal western dans lequel se rencontrent et vont s’aimer difficilement un soldat naïf et une jeune fille attachée à la communauté cheyenne, tout deux aussi caricaturaux que l’ensemble des personnages secondaires. Leur petit road-movie romantique est conté sut ton si léger qu’il frôle une candeur en totale inadéquation avec le sujet polémique du film. L’année suivante sortira ""Little Big Man"", qui lui prendra bien plus intelligemment parti pour le peuple indien.",négatif
Peut-être le meilleur film sur la boxe que j'ai jamais vu et pourtant le sujet regorge d'excellents films. Film plus sur 2 dérives qui se rencontrent. Très très fort.,positif
"Alors ..là...on touche le fond !!! J'allais dire déjanté, mais plus fort que cela encore incompréhensible et abscons* !! Ben Stiller est un habitué, ici il se surpasse. Dommage pour Penelope Cruz très pulpeuse, ne pourra néanmoins faire décoller ..... l'audimat ! N'y allez pas !! **",négatif
"J'ai eu l'occasion, l'autre jour, de voir sur grand écran le dernier opus de Paul W.S Anderson, dis comme ça, ça prête plus à rire qu'à autre chose. Néanmoins, ce Death Race cuvée 2008, s'impose comme un bon divertissement bourrin et sec comme il faut. Alors, oui le scénario ne vole pas bien haut et les personnages présents ne sont pas développés, mais l'intérêt se situe ailleurs: les courses de bagnoles entre taulards. Et dans ce domaine, on peut dire qu'il n'y a pas tromperie sur la marchandise. Il y a suffisamment de scènes d'actions pour éviter à l'ennui de pointer le bout de son nez. En outre, ces dernières sont plutôt bien mises en scène (si on ne prend pas en compte la scène d'introduction qui est vomitive tant elle est épiléptique). J'ai également apprécié l'aspect vidéoludique qui s'en dégage, du genre: les caisses doivent passer sur des plaques ""bouclier"" ou ""attaque"" pour pouvoir faire parlerla poudre. Ce qui rajoute du piment à l'ensemble. Sur le fond, tout le message contestataire et subversif du film original est passé à la trappe. Cependant, il y a une part de cynisme dans la voix off qui présente les bases et les modalités de paiement de ce jeu télévisé. C'est pas très appuyé mais c'est plaisant. Je trouve qu'il y a eu du bon boulot au niveau de la ""production design"", j'ai vachement accroché à cet univers austère et crasseux, un peu comme Mad Max mais dans un environnement carcéral. Pour conclure, Death Race est le meilleur film de Paul Anderson (c'est pas un exploit ceci dit), et c'est en quelque sorte la bonne surprise de cet été, tant je pensais pas prendre un tel pied.",positif
"wanderlust est un regard jeune, sincère et violent sur la jeunesse d'aujourd'hui. Loin d'en faire le portrait, c'est une mise qui en garde sur les excès d'une sexualité crue et omniprésente. Le talent de cette équipe est indéniable. Le jeux des jeunes acteurs nous entraîne avec une caméra intimiste dans un univers plein de naïveté et cruauté.",positif
"Ce film est indiscutablement un film important dans l'histoire du cinéma, résumant ce que tant de metteurs en scène ont essayé et essaient toujours de faire. Comme toujours chez Powell, le film est visuellement d'excellente qualité, avec un rendu des couleurs parfait. Si le propos ne choquera sûremment personne aujourd'hui comme ce fut le cas à sa sortie, il n'en a pas pour autant perdu son impact et son intérêt, résidant en grande partie dans la position que Powell prend par rapport à son personnage. Dès la première scène (magistrale au passage), nous nous trouvons à la place du tueur, nous voyons ce qu'il voit, créant ainsi une certaine connivence avec lui, que nous ne quitterons plus de tout le film. Et c'est justement cette empathie dont nous faisons preuve à son égard qui dérange (cela n'est pas sans rappeler le célèbre tueur d'enfants de Fritz Lang). C'est également un grand film de cinéaste sur le cinéma qui ravira tout cinéphile. Un chef d'oeuvre aux origines du cinéma fantastique, trop longtemps oublié.",positif
"Stallone reste derrière la caméra pour ce quatrième opus de la saga ""Rocky"" et à mon sens le meilleur. Ce pur divertissement de grand spectacle réunit dans un seul épisode tout ce qui fait de cette saga l'une des plus réussie du cinéma. Sans omettre l'aspect dramatique, loin s'en faut, Sly met en scène son personnage fétiche, toujours aussi attachant, tour à tour dans les affres de l'opulence, dans le deuil puis avide de vengeance, le tout sur fond de guerre froide et même si sur ce point c'est quelque peu simpliste et surtout à charge, on ne lui en voudra pas. Ce que l'on retiendra ici, ce sont ces scènes superbes d'entraînement montrant les deux athlètes face à face à des centaines de kilomètres, physiquement autant que mentalement, ces paysages russes renversants, nos personnages favoris toujours au rendez-vous et surtout cet incroyable affrontement final, le tout accompagné d'une bande originale remarquable ! L'ensemble acquiert un côté épique tout à fait jouissif et personnellement je ne me lasse absolument pas de ce savant cocktail d'action et d'émotion, à voir et à revoir.",positif
"Ce film fait du bien, l'idée est originale et l'histoire superbement portée par tous les acteurs. On ne vire pas dans le pathos, c'est ce que je craignais, ça sonne juste et cette histoire fait du bien en ces périodes difficiles.",positif
premier realisation de ben stiller qui signe un film asse sonbre comedie noir interesente je trouve,positif
"Le scénario étant très léger, prévisible, et pas très captivant, ""Mariage Royal"" ayant au demeurant beaucoup vieilli, le film semble surtout avoir été fait pour mettre en valeur Fred Astaire (et, accessoirement, la fille de Winston Churchill, pas très douée). Toujours aujourd'hui, le film s'adressera plus aux fans d'Astaire qu'à ceux de Stanley Donen. De cette comédie musicale ringarde, il reste bien sûr une scène géniale à se mettre sous la dent : la fameuse chorégraphie où Fred Astaire danse sur les murs et sur le plafond. Une scène culte qui rend quand même la vision de ce mariage pas totalement inintéressante...",négatif
Film efficace Quelques moment qui font penser a des clips Des personnages inattendus qui retiennent l attention,positif
"Si ce n'était le bon air des années 70 et de bons acteur, ce film serait un complet ratage car il est caricatural et grossier au possible.",négatif
"Peut-être le meilleur Star Wars, et venant d'un fan comme moi, ce n'est pas peu dire! On retrouve l'ambiance assez sombre des premiers épisodes en suivant cette guerre des Clones qui fait rage. Le film retrace le basculement définitif d'Anakin Skywalker vers le Côté Obscur, devenant ainsi l'un des personnages les plus célèbres de l'histoire du cinéma : Dark Vador. Dès les premières minutes, le spectateur est mis dans le rythme avec une bataille spatiale très impressionnante. Les effets spéciaux sont somptueux mais la réussite de ce Star Wars ne vient pas que de là. Les personnages sont bien travaillés et le scénario est tout simplement génial, joignant parfaitement les deux trilogies jusque dans les moindres détails. Les 30 dernières minutes sont d'une intensité folle car bien qu'on s'y attende, la chute et le massacre des Jedi représente un véritable choc. Le moment le plus fort de cette Revanche des Sith reste sans doute tout de même le duel Obi-Wan - Anakin, à la limite du légendaire. Certaines répliques sont inoubliables. Ce film est sans doute l'un des plus grands chefs-d'oeuvre du cinéma de science-fiction!",positif
"Les cinq premières minutes démarres comme un film de guerre classique,mais la loufoquerie de Blake Edwards ne tarde pas à surgir. Edwars démonte avec un humour imparable l'absurdité de la guerre dans une comédie parfaitement huilé et maitrisé. Non seulement le film est truffés de vrais moments hilarants mais son discourt antimilitariste est toujours subtile et habile. Les deux heures passent avec une incroyable rapidité, l'aventure de ces soldats est un bonheur à suivre.",positif
"J'ai beaucoup de mal à comprendre les mauvaises critiques qu'a pu avoir ce film. Bien qu'assez conventionnel au niveau scénaristique, le film est d'une beauté indiscutable. L'animation est très maîtrisée et les expressions des personnages de plus en plus impressionnantes. Les décors sont juste sublimes. Alors d'accord, l'histoire est simple et sans réelle surprise mais on peut apprécier un film même s'il n'est pas ébouriffant d'originalité. Je recommande à tous ceux qui ne sont pas blasés.",positif
"Blood and bones est un film dur, puissant. C'est l'histoire d'un homme d'une violence et d'un égoïsme inouïs et qui va, par une volonté monstrueuse et une attitude inhumaine, faire fortune. Mais cet homme,incapable de compassion et de générosité, ne peut que détruire son entourage, sa famille, ses employés et engendrer le desespoir ou la haine. Bref un film sombre mais fort qui tire une grande partie de sa force grâce à la prestation extraordinaire de Takeshi Kitano qui donne au personnage sa dimension dans toute sa complexité. Aussi il faut ajouter de très bon personnages secondaires, une musique superbe et un contexte historique interessant qui nous permettent de mieux appréhender la progression dramatique de ce personnage qui ne vit que pour lui même.",positif
clichés et reclichés! Film sans le moindre intérêt! Édouard fait une caricature de Bauer. Heureusement que le film se termine par une excellente chanson du talentueux Souchon....,négatif
"Souhaitant venger la mort de son fils, le patron du FBI demande à un vieil ami de massacrer toute la mafia de Chicago. Voilà à quoi se résume l'histoire, faisant douteusement l'apologie de l'auto-justice. Pour la forme, ""Raw Deal"" manque cruellement de punch. Bien que naviguant de manière intéressante entre le polar et l'action, le scénario est assez prévisible et parfois vraiment gros. La BO très 80's a mal vieilli, et la mise en scène maladroite d'Irvin transforme ce qui auraient pu être des séquences épiques en scènes d'action violentes mais sans grande saveur. Schwarzy, imposant mais pas très bien dirigé, sauve les meubles (sans lui, on courait au nanar). ""Raw Deal"" est certainement son moins bon film d'action des 80's.",négatif
"Quelle claque! Déjà la première chose qui m’a frappée dans le film est le relooking de l’univers et des anges qui est vraiment impressionnant. Le design est plus léché et les couleurs plus chatoyantes. De plus, étant donné que le scénario a été raccourci, les passages inutiles sont passés à la trappe, ce qui n’est pas foncièrement un mal. Bien au contraire, il n’y a plus de temps morts ou quasiment plus et les combats sont plus dynamiques. En revanche, forcément on en apprend un peu moins sur la psychologie des personnages, mais pour ma part cela ne m’a pas dérangé puisque l’anime a tendance à faire un peu trop dans les violoncelles à mon goût et ça en devient lassant à force. A voir pour les fans (au moins pour la refonte graphique) et pour ceux qui ne connaissent pas l’anime car le film vaut sincèrement le coup d’œil.",positif
"Franchement, le problème avec Jackie Chan est toujours le même : y’a deux trois cabrioles pas trop dégueulasses et pas trop mal chorégraphiées mais au-delà de ça, le film a le niveau technique et artistique d’une vieille production X des années 80. Alors certes, il y a une petite scène « Street Fighter » bien sympa et encore, pour l’époque c’était sympa alors qu’aujourd’hui, avec la multiplication de ce genre de trip sur Youtube, le truc tombe un peu à plat…",négatif
"4.5/5 Un chef d'oeuvre d'action d'art martiaux, un scénario très bon des acteur avec un réel charisme et surtout des combat terriblement bien réalise super film a voir et revoir.",positif
"un film magnifique et d'une énergie folle qui dresse finement le portrait de femmes fortes et hautes en couleur, sans stéréotypes.",positif
excessivement comtemplatif ....................................................... très peu instructif,négatif
"La supercherie ne tiens pas longtemps,car le film a beau enchainer les personnages il ne raconte absolument rien. Il ne possède aucun ton,ni comique,ni dramatique mais le résultat est simplement pénible à suivre. Difficile de faire un film sans une bribe de scénario.",négatif
"Vraiment très beau film ! Les personnages sont inerprêtés à merveille par Ian McKellen et Brendan Fraser !! Ce dernier m'a époustouflé, il aurait mérité une nomination aux oscars ! McKellen joue aussi lui très bien son rôle ! Lynn Redgrave est vraiment charmante, elle aussi, en servante dévouée. Ce film mérite amplement d'être vus !",positif
Un des derniers films de la période allemande de Douglas Sirk avant de rejoindre les diaspora germanique d'Hollywood. On s'ennuie ferme pendant plus d'une heure avant d'attendre le dénouement comme une délivrance. A éviter.,négatif
"C'est un film a petit budget, mais il y a de l'idée et la direction artistique est de haute volée ! Je dis bravo !",positif
"Je ne m'attendais pas à un film aussi noir et dur.... Le titre, lumineux et plein d'espoir, qui renvoie à la naissance d'une jolie petite fille est d'une ironie cruelle et sombre... Car le monde entourant Gloria est tout sauf glorieux... Pauvre, miséreux, violent, sale... Darroussin, Ascaride et le superbe G. Meylan apportent un peu d'humanité et de douceur dans ce monde brutal... Un regard mélancolique qui s'allume face au minois adorable et innocent d'un bébé....",positif
"Pulse est le remake du film de Kiyoshi Kurosawa, Kairo, que je n'ai hélas pas vu. Ce long métrage possède quelques moments de flippes plutôt bien réussi notamment la séquence d'ouverture qui se déroule dans le bibliothèque. Mais bon l'ensemble de l'oeuvre ne revolutionnera pas le genre du film de fantôme, et c'est quand même inférieur a des films comme Ring, Dark Water ou the Grudge. Les acteurs sont quand même loin d'être excellents et la mise en scène de Jim Sonzero - c'est son premier film d'ailleurs - sent quand même le réchauffer dans l'ensemble. Dommage car la photographie de ce long métrage est je trouve assez réussi. A noter la fin du film - très fin du monde quand même - est assez interessante. Voila un film qui possède certes de nombreux défauts mais bons ces quelques qualités font que l'ensemble mérite quand même le coup d'oeil.",négatif
